ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,total_num_kids,Dt_Customer_datetime,total_days_enlisted,total_campaigns_accepted,age,total_spent,age_group
5253,1956,Master,Together,54603,1,1,09-07-2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,2,2013-07-09,355,0,58,227,50s
5966,1974,PhD,Married,45207,1,1,10-11-2012,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,2,2012-11-10,596,1,40,215,40s
5314,1951,Bachelors,Together,40689,0,1,18-03-2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,1,2013-03-18,468,0,63,444,60+
5081,1967,2n Cycle,Together,47821,1,1,20-10-2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,2,2013-10-20,252,0,47,47,40s
5123,1951,Master,Married,27450,0,0,15-04-2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,2013-04-15,440,0,63,143,60+
5756,1983,Bachelors,Together,39453,1,0,03-04-2014,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,1,2014-04-03,87,0,31,55,30s
8036,1971,2n Cycle,Together,26850,1,1,18-04-2014,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,2,2014-04-18,72,0,43,63,40s
9058,1955,Bachelors,Widow,79800,0,0,23-09-2012,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,0,2012-09-23,644,3,59,1867,50s
5057,1961,Master,Married,61794,0,1,14-09-2013,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,1,2013-09-14,288,0,53,611,50s
254,1955,Bachelors,Together,53863,0,1,17-05-2014,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,1,2014-05-17,43,1,59,473,50s
4179,1959,Bachelors,Together,24221,0,0,20-08-2013,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,2013-08-20,313,0,55,55,50s
3710,1984,PhD,Single,39684,1,0,12-10-2012,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,2012-10-12,625,0,30,81,30s
7627,1975,Master,Married,92163,0,0,12-12-2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,0,2012-12-12,564,2,39,2086,30s
4501,1965,Master,Single,69882,0,0,10-11-2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,2013-11-10,231,0,49,1478,40s
6424,1977,Bachelors,Together,33178,1,0,30-01-2014,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,1,2014-01-30,150,0,37,49,30s
3075,1972,PhD,Married,59973,0,0,11-09-2013,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,2013-09-11,291,0,42,382,40s
4992,1975,Master,Together,17459,1,0,19-09-2013,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,2013-09-19,283,0,39,69,30s
5252,1969,Bachelors,Divorced,23910,1,0,26-10-2012,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,1,2012-10-26,611,0,45,67,40s
7444,1969,Master,Married,42169,1,1,19-10-2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,2,2013-10-19,253,0,45,30,40s
6919,1978,2n Cycle,Married,26224,1,0,04-06-2013,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,1,2013-06-04,390,0,36,63,30s
3537,1981,Bachelors,Together,31089,1,0,17-08-2012,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,1,2012-08-17,681,0,33,79,30s
10277,1961,Bachelors,Single,30081,0,1,21-02-2013,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,1,2013-02-21,493,0,53,42,50s
2453,1960,Bachelors,Together,62807,0,1,31-08-2012,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,1,2012-08-31,667,0,54,819,50s
7972,1955,Bachelors,Single,72906,0,0,17-09-2013,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,2013-09-17,285,0,59,1151,50s
895,1948,PhD,Married,61467,0,2,09-12-2012,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,2,2012-12-09,567,0,66,594,60+
1177,1966,Master,Together,49618,1,1,26-01-2013,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,2,2013-01-26,519,0,48,129,40s
7141,1986,Master,Single,21888,1,0,29-12-2012,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,2012-12-29,547,0,28,213,under 30
7232,1973,Bachelors,Widow,42429,0,1,11-02-2014,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,1,2014-02-11,138,0,41,67,40s
8477,1956,Bachelors,Divorced,26150,2,1,11-03-2013,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,2013-03-11,475,0,58,28,50s
2457,1975,High School,Married,30801,0,1,26-10-2012,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,1,2012-10-26,611,0,39,45,30s
988,1965,Bachelors,Married,81168,0,0,07-05-2014,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,2014-05-07,53,1,49,1193,40s
7930,1969,Master,Single,26877,0,0,19-08-2013,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,2013-08-19,314,0,45,268,40s
4587,1944,Master,Widow,45006,0,0,18-07-2013,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,2013-07-18,346,0,70,266,60+
6682,1973,High School,Married,18978,1,0,11-12-2012,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,1,2012-12-11,565,0,41,37,40s
6222,1967,Bachelors,Married,22574,2,1,28-10-2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,2013-10-28,244,0,47,37,40s
10299,1969,PhD,Single,48240,0,0,09-11-2012,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,0,2012-11-09,597,0,45,882,40s
3083,1974,Bachelors,Married,45837,1,1,26-07-2013,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,2,2013-07-26,338,0,40,373,40s
8953,1965,Master,Single,35791,2,1,06-05-2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,2013-05-06,419,0,49,35,40s
1503,1976,PhD,Together,162397,1,1,03-06-2013,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,2,2013-06-03,391,0,38,107,30s
8650,1978,Bachelors,Widow,54162,1,1,18-03-2013,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,2,2013-03-18,468,0,36,42,30s
10862,1960,Master,Married,30522,0,1,17-08-2012,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,1,2012-08-17,681,0,54,326,50s
2782,1961,PhD,Married,54456,0,1,11-07-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,1,2013-07-11,353,0,53,404,50s
6941,1971,Bachelors,Single,31632,0,0,14-07-2013,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,2013-07-14,350,0,43,95,40s
10972,1949,Bachelors,Widow,72298,0,0,10-03-2014,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,2014-03-10,111,2,65,939,60+
10708,1978,2n Cycle,Single,36975,1,0,28-12-2013,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,1,2013-12-28,183,0,36,33,30s
6583,1955,2n Cycle,Married,72635,0,0,03-06-2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,2013-06-03,391,1,59,981,50s
3641,1976,Bachelors,Married,13624,1,0,20-01-2013,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,1,2013-01-20,525,0,38,36,30s
10156,1975,Bachelors,Single,84196,0,1,03-06-2013,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,1,2013-06-03,391,0,39,1237,30s
4299,1960,Bachelors,Together,70971,0,1,21-09-2012,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,2012-09-21,646,0,54,1825,50s
3469,1977,PhD,Divorced,34487,1,1,06-09-2012,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,2,2012-09-06,661,0,37,103,30s
5063,1977,Bachelors,Single,28769,1,0,18-12-2012,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,1,2012-12-18,558,0,37,191,30s
10727,1970,PhD,Married,69084,1,0,19-11-2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,1,2013-11-19,222,0,44,1586,40s
9624,1958,PhD,Together,65488,0,0,13-06-2014,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,2014-06-13,16,0,56,963,50s
5156,1970,2n Cycle,Married,62466,0,1,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,1,2014-01-15,165,0,44,889,40s
4376,1960,2n Cycle,Single,32218,0,0,15-02-2014,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,0,2014-02-15,134,1,54,93,50s
8923,1973,Bachelors,Single,83917,0,0,18-04-2013,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,0,2013-04-18,437,0,41,1587,40s
8461,1962,Bachelors,Divorced,46102,2,1,10-03-2014,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,2014-03-10,111,0,52,16,50s
6945,1952,Bachelors,Single,84574,0,0,04-06-2013,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,2013-06-04,390,0,62,1375,60+
944,1962,Bachelors,Married,56181,0,1,08-01-2013,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,1,2013-01-08,537,0,52,393,50s
1907,1950,Master,Divorced,63120,0,1,28-09-2012,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,2012-09-28,639,0,64,1477,60+
701,1971,Bachelors,Married,73691,0,1,06-11-2013,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,1,2013-11-06,235,1,43,1179,40s
3856,1960,Bachelors,Together,63381,0,1,05-10-2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,1,2012-10-05,632,0,54,1005,50s
4149,1948,PhD,Together,76140,0,0,13-05-2014,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,2014-05-13,47,0,66,1348,60+
2131,1959,PhD,Divorced,62859,0,1,30-12-2012,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,1,2012-12-30,546,0,55,1307,50s
2942,1964,Bachelors,Single,45906,0,1,07-05-2013,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,1,2013-05-07,418,1,50,486,50s
1173,1947,Master,Together,77632,0,0,10-03-2013,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,0,2013-03-10,476,2,67,2252,60+
4381,1971,PhD,Married,46463,1,1,18-08-2013,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,2,2013-08-18,315,0,43,235,40s
4611,1970,Bachelors,Together,105471,0,0,21-01-2013,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,0,2013-01-21,524,2,44,1724,40s
3376,1970,Master,Divorced,55282,1,0,13-12-2013,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,1,2013-12-13,198,0,44,235,40s
4679,1977,Master,Married,78710,0,1,23-05-2014,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,1,2014-05-23,37,0,37,1092,30s
10928,1958,Bachelors,Together,66886,0,1,16-09-2013,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,1,2013-09-16,286,0,56,599,50s
4248,1960,Master,Single,98777,0,0,17-02-2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,2014-02-17,132,1,54,2008,50s
6728,1985,Bachelors,Together,29103,1,0,27-08-2012,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,1,2012-08-27,671,0,29,48,under 30
6661,1974,Bachelors,Married,67445,0,1,12-08-2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,1,2012-08-12,686,0,40,1174,40s
4725,1950,PhD,Together,50616,0,1,13-04-2014,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,1,2014-04-13,77,0,64,67,60+
3277,1955,Bachelors,Divorced,49431,0,1,03-08-2012,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,1,2012-08-03,695,0,59,365,50s
5555,1975,Bachelors,Divorced,153924,0,0,07-02-2014,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2014-02-07,142,0,39,6,30s
2564,1953,Bachelors,Together,61278,0,1,04-01-2014,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,1,2014-01-04,176,0,61,165,60+
946,1958,2n Cycle,Together,26490,0,0,22-09-2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,2012-09-22,645,0,56,210,50s
3867,1947,PhD,Together,73059,0,1,31-08-2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,1,2013-08-31,302,0,67,1095,60+
6940,1966,PhD,Single,46734,1,2,21-10-2013,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,2013-10-21,251,1,48,223,40s
55,1963,Bachelors,Together,56253,0,1,07-12-2012,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,1,2012-12-07,569,0,51,597,50s
7093,1985,Bachelors,Married,19986,1,0,14-11-2013,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,1,2013-11-14,227,0,29,22,under 30
5084,1975,Bachelors,Widow,58330,0,1,25-12-2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,1,2013-12-25,186,0,39,1064,30s
1777,1980,High School,Married,25965,0,0,07-09-2012,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,2012-09-07,660,0,34,74,30s
8162,1956,Master,Together,14661,0,0,01-01-2013,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,2013-01-01,544,0,58,26,50s
10826,1959,Bachelors,Married,18690,0,0,28-12-2012,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,2012-12-28,548,0,55,60,50s
8754,1974,PhD,Together,45068,0,1,16-05-2013,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,1,2013-05-16,409,0,40,20,40s
1987,1987,High School,Single,21063,1,0,25-09-2013,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,1,2013-09-25,277,0,27,59,under 30
11007,1968,PhD,Married,29187,1,0,09-05-2013,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,1,2013-05-09,416,0,46,34,40s
7426,1971,2n Cycle,Married,54690,1,1,07-11-2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,2,2013-11-07,234,0,43,198,40s
9153,1964,PhD,Married,59304,0,1,29-07-2013,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,1,2013-07-29,335,0,50,1048,50s
10379,1962,Master,Single,59247,0,2,08-11-2013,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,2,2013-11-08,233,0,52,574,50s
9204,1970,Bachelors,Widow,66731,0,1,12-09-2012,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,1,2012-09-12,655,0,44,1029,40s
3197,1980,Bachelors,Married,77353,0,1,16-12-2013,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,1,2013-12-16,195,0,34,670,30s
2920,1975,PhD,Single,52614,0,1,01-12-2012,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,1,2012-12-01,575,0,39,990,30s
6961,1974,Bachelors,Married,26751,2,0,22-05-2014,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,2,2014-05-22,38,0,40,11,40s
4673,1963,PhD,Married,81300,0,1,30-10-2012,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,2012-10-30,607,1,51,1241,50s
9937,1979,Bachelors,Single,70337,0,0,02-01-2014,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,2014-01-02,178,0,35,576,30s
8779,1985,2n Cycle,Married,36145,1,0,16-06-2013,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,2013-06-16,378,1,29,172,under 30
9596,1980,PhD,Single,65295,0,0,23-12-2013,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,2013-12-23,188,0,34,664,30s
2891,1963,Bachelors,Divorced,68118,0,1,18-10-2013,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,1,2013-10-18,254,0,51,928,50s
4910,1967,Bachelors,Divorced,68743,0,0,30-08-2012,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,2012-08-30,668,0,47,2074,40s
75,1982,2n Cycle,Together,41039,0,0,25-07-2013,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,2013-07-25,339,0,32,467,30s
10120,1955,Bachelors,Together,38946,0,1,24-10-2013,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,1,2013-10-24,248,0,59,257,50s
6327,1967,Bachelors,Together,65777,0,0,19-12-2013,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,2013-12-19,192,0,47,1146,40s
10142,1976,PhD,Divorced,66476,0,1,07-03-2013,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,1,2013-03-07,479,0,38,689,30s
9826,1972,PhD,Single,86857,0,0,12-09-2012,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,0,2012-09-12,655,0,42,2114,40s
1501,1982,PhD,Married,160803,0,0,04-08-2012,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,2012-08-04,694,0,32,1717,30s
10767,1989,PhD,Together,77845,0,0,16-05-2014,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,2014-05-16,44,2,25,1346,under 30
7279,1969,PhD,Together,69476,0,0,30-09-2013,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,2013-09-30,272,0,45,1044,40s
7230,1960,PhD,Divorced,50611,0,1,04-10-2012,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,2012-10-04,633,1,54,493,50s
143,1970,Bachelors,Single,61209,0,0,25-08-2013,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,2013-08-25,308,0,44,957,40s
450,1958,Master,Together,42315,0,1,12-07-2013,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,1,2013-07-12,352,0,56,270,50s
9316,1952,High School,Together,13084,0,0,02-11-2013,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,2013-11-02,239,0,62,29,60+
6379,1949,Master,Widow,47570,1,1,29-05-2013,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,2,2013-05-29,396,0,65,121,60+
9239,1961,Master,Married,61923,0,2,26-07-2013,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,2,2013-07-26,338,0,53,126,50s
8315,1995,Bachelors,Single,34824,0,0,26-03-2014,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,2014-03-26,95,0,19,23,under 30
2868,1949,PhD,Single,26518,1,1,08-04-2013,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,2,2013-04-08,447,0,65,57,60+
10888,1961,Bachelors,Single,45938,0,0,03-11-2013,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,2013-11-03,238,0,53,636,50s
1277,1960,Bachelors,Together,78468,0,0,09-04-2014,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,2014-04-09,81,1,54,1004,50s
9977,1973,Bachelors,Divorced,78901,0,1,17-09-2013,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,1,2013-09-17,285,0,41,734,40s
10196,1978,Bachelors,Married,71427,2,0,12-03-2014,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,2,2014-03-12,109,0,36,614,30s
6384,1978,Bachelors,Divorced,71022,0,1,11-02-2014,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,1,2014-02-11,138,1,36,1453,30s
8029,1988,Master,Single,90247,0,0,29-04-2014,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,0,2014-04-29,61,3,26,1621,under 30
968,1968,Master,Divorced,41335,1,0,26-12-2013,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,1,2013-12-26,185,0,46,187,40s
6988,1986,Bachelors,Married,71952,1,0,10-01-2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,1,2013-01-10,535,2,28,1443,under 30
4472,1970,PhD,Divorced,35682,1,0,27-06-2014,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,1,2014-06-27,2,0,44,57,40s
6991,1951,Bachelors,Divorced,43185,0,1,10-04-2013,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,1,2013-04-10,445,0,63,637,60+
3336,1948,PhD,Together,66375,0,1,21-11-2013,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,1,2013-11-21,220,1,66,948,60+
4301,1971,Master,Married,35178,1,0,10-01-2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,2013-01-10,535,1,43,59,40s
1940,1986,Bachelors,Married,25252,1,0,12-07-2013,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,1,2013-07-12,352,0,28,18,under 30
1272,1965,Master,Single,55250,0,1,21-10-2012,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,1,2012-10-21,616,0,49,903,40s
1388,1975,Bachelors,Single,33249,1,0,20-02-2013,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,1,2013-02-20,494,0,39,112,30s
1044,1953,Bachelors,Together,58398,0,0,14-05-2013,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,2013-05-14,411,0,61,596,60+
6969,1982,Bachelors,Together,50272,1,0,07-08-2013,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,1,2013-08-07,326,0,32,233,30s
10479,1975,PhD,Married,76618,0,0,07-12-2012,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,2012-12-07,569,0,39,1511,30s
3619,1960,2n Cycle,Divorced,87305,0,0,23-09-2012,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,0,2012-09-23,644,1,54,1152,50s
1715,1978,Bachelors,Together,25851,1,0,11-02-2013,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,1,2013-02-11,503,0,36,48,30s
10159,1970,Bachelors,Divorced,58710,0,1,31-03-2013,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,1,2013-03-31,455,0,44,1185,40s
1463,1958,Bachelors,Single,45160,1,1,29-03-2014,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,2,2014-03-29,92,0,56,21,50s
5114,1965,Master,Married,74806,0,1,19-12-2012,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,1,2012-12-19,557,0,49,965,40s
4990,1954,Bachelors,Married,59111,0,0,02-05-2013,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,2013-05-02,423,0,60,869,60+
4329,1984,PhD,Married,18988,1,0,23-05-2014,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,1,2014-05-23,37,0,30,16,30s
10936,1965,Bachelors,Married,72190,0,0,13-02-2013,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,2013-02-13,501,0,49,1947,40s
4692,1976,Bachelors,Married,7500,1,0,01-08-2012,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,2012-08-01,697,1,38,71,30s
7212,1966,Bachelors,Married,44794,0,1,08-06-2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,1,2014-06-08,21,0,48,65,40s
6086,1955,Bachelors,Married,80395,0,0,23-11-2013,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,2013-11-23,218,1,59,1380,50s
437,1976,Master,Divorced,75012,0,0,25-01-2014,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,2014-01-25,155,0,38,1027,30s
11171,1965,Master,Married,56962,2,1,11-10-2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,2013-10-11,261,0,49,411,40s
11101,1991,Bachelors,Together,89891,0,0,15-04-2013,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,2013-04-15,440,1,23,836,under 30
5329,1949,PhD,Divorced,35946,1,1,27-09-2013,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,2,2013-09-27,275,0,65,11,60+
610,1953,PhD,Together,53593,1,1,07-08-2012,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,2,2012-08-07,691,0,61,480,60+
9384,1978,Bachelors,Married,66373,1,1,12-06-2013,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,2,2013-06-12,382,0,36,606,30s
5956,1948,PhD,Divorced,45072,1,2,16-10-2013,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,2013-10-16,256,0,66,284,60+
10430,1973,Bachelors,Divorced,89694,1,1,09-10-2013,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,2,2013-10-09,263,3,41,1472,40s
7875,1949,Bachelors,Married,72025,0,0,29-04-2014,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,0,2014-04-29,61,3,65,1677,60+
7072,1973,Bachelors,Married,67432,0,1,29-03-2013,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,1,2013-03-29,457,0,41,1335,40s
6255,1952,Master,Together,70545,0,1,03-06-2014,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,1,2014-06-03,26,0,62,334,60+
6516,1989,High School,Married,17487,1,0,18-03-2013,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,1,2013-03-18,468,0,25,18,under 30
5564,1969,Bachelors,Together,62882,0,1,09-08-2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,1,2012-08-09,689,0,45,1338,40s
5682,1953,PhD,Single,64108,0,1,23-03-2013,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,1,2013-03-23,463,0,61,1099,60+
